Pokemon,Trainer,Level,Move 1,Move 2,Move 3,Move 4
Gothitelle,Pokemon Ranger Jenna,70,Psychic,Thunderbolt,Mystical Fire,Grass Knot
Gothitelle,Psychic Cedric,74,Psychic,Energy Ball,Thunderbolt,Shadow Ball
Gothitelle,Psychic Virgil [Double Battle With Gentleman Nate],85,Psychic,Stored Power,Signal Beam,Fake Out
Gothitelle,Lady Brianna,88,Psychic,Thunderbolt,Signal Beam,Hypnosis
Gothitelle,Twins Miu & Yuki [Double],95,Psychic,Fake Out,Protect,Thunder Wave
Gothitelle,Elite Four Phoebe,99,Psychic,Thunderbolt,Dazzling Gleam,Shadow Ball
Gourgeist_Small,Swimmer♂ Rodney,88,Power Whip,Poltergeist,Shadow Sneak,Explosion
Gourgeist_Small,Triathlete Kyra,95,Power Whip,Poltergeist,Explosion,Destiny Bond
Gourgeist_Super,Aroma Lady Daisy,39,Seed Bomb,Shadow Claw,Explosion,Trick Room
Granbull,Lady Sarah,24,Play Rough,Brick Break,Crunch,Bulk Up
Granbull,Pokemon Trainer May [Boss],36,Play Rough,Earthquake,Payback,Counter
Granbull,Gentleman Walter,71,Play Rough,Low Kick,Super Fang,Thunder Wave
Granbull,Team Magma Grunt,74,Play Rough,Earthquake,Fire Punch,Payback
Granbull,Twins Miu & Yuki [Double],95,Play Rough,Close Combat,Stomping Tantrum,Thunder Wave
Grapploct,Battle Girl Luna,27,Revenge,Payback,Liquidation,Pain Split
Grapploct,Battle Girl Cyndy,51,Drain Punch,Skitter Smack,Octolock,Protect
Grapploct,Team Aqua Grunt,78,Revenge,Ice Punch,Payback,Whirlpool
Graveler,Hiker Marc,23,Bulldoze,Rock Tomb,Stealth Rock,
Graveler_Alolan,Hiker Marc,24,Wild Charge,Rock Tomb,Take Down,Submission
Greedent,Parasol Lady Clarissa,66,Body Slam,Earthquake,Crunch,Swords Dance
Greedent,Cool Trainer Wendy [Double Battle With Cool Trainer Braxton],95,Return,Body Press,Crunch,Stuff Cheeks
Greninja,Ninja Boy Lung,45,Water Shuriken,Gunk Shot,Acrobatics,Low Kick
Greninja,Ninja Boy Riley,70,Hydro Pump,Gunk Shot,Ice Beam,Extrasensory
Greninja,Swimmer♀ Grace [Double Battle With Swimmer♂ Declan],81,Dark Pulse,Ice Beam,Grass Knot,Mat Block
Greninja,Gentleman Clifford [Double Battle With Psychic Macey],85,Hydro Pump,Dark Pulse,Ice Beam,Low Kick
Greninja,Swimmer♂ Reed,88,Dark Pulse,Gunk Shot,Hidden Power Fire,Spikes
Greninja,Beauty Bridget,90,Blizzard,Low Kick,Spikes,Toxic Spikes
Greninja,Elite Four Sidney,99,Dark Pulse,Scald,Spikes,Toxic Spikes
Greninja_Battle_Bond,Ninja Boy Gren,66,Surf,Dark Pulse,Water Shuriken,Extrasensory
Greninja_Battle_Bond,Expert Timothy,97,Hydro Pump,Dark Pulse,Water Shuriken,Ice Beam
Grimmsnarl,Sr. And Jr. Tyra & Ivy [Double],49,Foul Play,Spirit Break,Fake Out,Swagger
Grimmsnarl,Pokemon Breeder Gabrielle,73,Play Rough,Sucker Punch,Body Press,Bulk Up
Grimmsnarl,Team Magma Grunt,76,Play Rough,Darkest Lariat,Fake Out,Scary Face
Grimmsnarl,Fisherman Roger [Double Battle With Black Belt Koji],89,Foul Play,Fake Out,Swagger,Thunder Wave
Groudon,Magma Leader Maxie [Boss],80,Precipice Blades,Stone Edge,Heat Crash,Rock Polish
Grubbin,Bug Catcher Rick,6,Bug Bite,Spark,Vice Grip,
Grumpig,Psychic Jaclyn,33,Extrasensory,Focus Blast,Power Gem,Reflect
Gumshoos,Team Aqua Grunt,74,Frustration,Earthquake,Crunch,Endeavor
Gurdurr,Black Belt Cristian,18,Low Sweep,Mach Punch,Bulldoze,Rock Throw
Guzzlord,Team Magma Grunt,86,Dragon Rush,Knock Off,Heavy Slam,Earthquake
Gyarados,Rich Boy Dawson,23,Dragon Rage,,,
Gyarados,Camper Lawrence,44,Aqua Tail,Bounce,Dragon Dance,Substitute
Gyarados,Sailor Dwayne,58,Waterfall,Earthquake,Lash Out,Thunder Wave
Gyarados,Swimmer♀ Rose [Double Battle With Swimmer♂ Deandre],58,Hurricane,Waterfall,Crunch,Ice Fang
Gyarados,Cool Trainer Carolina [Double Battle With Sailor Cory],64,Waterfall,Power Whip,Ice Fang,Dragon Dance
Gyarados,Pokemon Trainer May [Double] [Boss],65,Hurricane,Muddy Water,Waterfall,Thunder
Gyarados,Expert Kevin,67,Waterfall,Earthquake,Dragon Dance,Thunder Wave
Gyarados,Team Aqua Grunt,72,Aqua Tail,Crunch,Ice Fang,Dragon Dance
Gyarados,Team Aqua Grunt,79,Waterfall,Earthquake,Stone Edge,Dragon Dance
Gyarados,Aqua Admin Matt [Boss],82,Crunch,Waterfall,Earthquake,Dragon Dance
Gyarados,Psychic Hannah [Double Battle With Battle Girl Sylvia],85,Bounce,Waterfall,Dragon Dance,Protect
Gyarados,Team Aqua Grunt,85,Waterfall,Earthquake,Ice Fang,Dragon Dance
Gyarados,Expert Mollie [Double Battle With Expert Conor],90,Bounce,Waterfall,Power Whip,Icy Wind
Gyarados,Expert Mollie [Double Battle With Expert Conor],90,Crunch,Waterfall,Dragon Dance,Protect
Gyarados,Cool Trainer Samuel,93,Waterfall,Power Whip,Ice Fang,Dragon Dance
Gyarados,Dragon Tamer Nicolas,95,Waterfall,Power Whip,Earthquake,Scale Shot
Gyarados,Elite Four Sidney,100,Waterfall,Crunch,Earthquake,Dragon Dance
Gyarados,Elite Four Sidney [Double],100,Waterfall,Power Whip,Lash Out,Icy Wind
Hakamo_O,Battle Girl Jocelyn,18,Dragon Breath,Dragon Tail,Iron Defense,Protect
Hariyama,Psychic Brandi [Double Battle With Battle Girl Aisha],27,Wake Up Slap,Rock Slide,Knock Off,Fake Out
Hariyama,Hex Maniac Leah,72,Close Combat,Knock Off,Fake Out,Heavy Slam
Hariyama,Team Aqua Grunt,78,Close Combat,Poison Jab,Rock Slide,Thunder Punch
Hatterene,Parasol Lady Clarissa,66,Psychic,Draining Kiss,Calm Mind,Protect
Hatterene,Psychic Blake [Double Battle With Psychic Samantha],85,Psychic,Dazzling Gleam,Protect,Trick Room
Hatterene,Pokémaniac Hambino,95,Misty Explosion,Psychic,Mystical Fire,Nuzzle
Hawlucha,Pokemon Trainer May [Boss],36,Drain Punch,Acrobatics,Bulk Up,Roost
Hawlucha,Pokemon Trainer May [Boss],36,Close Combat,Acrobatics,Zen Headbutt,Swords Dance
Hawlucha,Bird Keeper Josue [Double Battle With Ruin Maniac Andres],64,Close Combat,Dual Wingbeat,Reversal,Endeavor
Hawlucha,Leader Winona [Boss],68,Close Combat,Acrobatics,Stone Edge,Swords Dance
Hawlucha,Aqua Admin Shelly,88,Close Combat,Acrobatics,Stone Edge,Swords Dance
Hawlucha,Winstrate Vito [Boss],95,Close Combat,Acrobatics,Stone Edge,Swords Dance
Hawlucha,Battle Girl Helene,96,Close Combat,Acrobatics,Baton Pass,Swords Dance
Haxorus,Team Aqua Grunt,61,Dual Chop,Aqua Tail,Iron Head,Dragon Dance
Haxorus,Team Aqua Grunt,86,Outrage,Iron Tail,Aqua Tail,Dragon Dance
Haxorus,Fisherman Roger [Double Battle With Black Belt Koji],89,Dual Chop,Earthquake,Aqua Tail,Swords Dance
Heatmor,Kindler Hayden,33,Fire Lash,Giga Drain,Stomping Tantrum,Rock Tomb
Heatmor,Collector Hector,52,Flare Blitz,Focus Blast,Thunder Punch,Grass Knot
Heatran,Magma Leader Maxie [Boss],88,Magma Storm,Heat Wave,Flash Cannon,Earth Power
Heliolisk,Guitarist Brian,37,Thunderbolt,Hyper Voice,Signal Beam,Grass Knot
Heliolisk,Pokémaniac Wyatt,46,Hyper Voice,Thunderbolt,Grass Knot,Magnet Rise
Heliolisk,Pokemon Ranger Lydian,60,Thunder,Dragon Pulse,Weather Ball,Grass Knot
Heliolisk,Pokemon Trainer May [Double] [Boss],65,Thunder,Hyper Voice,Weather Ball,Grass Knot
Heliolisk,Team Aqua Grunt,78,Hyper Voice,Thunderbolt,Weather Ball,Glare
Heliolisk,Triathlete Chase [Double Battle With Triathlete Allison],87,Thunderbolt,Dragon Pulse,Weather Ball,Grass Knot
Heliolisk,Old Couple John & Jay [Double],96,Thunder,Electroweb,Hyper Voice,Grass Knot
Heracross,Sailor Brenden,19,Pin Missile,Rock Smash,,
Heracross,Black Belt Rhett [Double Battle With Guitarist Marcos],38,Leech Life,Brick Break,Facade,Protect
Heracross,Black Belt Daisuke,45,Close Combat,Megahorn,Retaliate,Facade
Heracross,Young Couple Brian&Casey [Double],70,Close Combat,Megahorn,Rock Slide,Smart Strike
Heracross,Cool Trainer Michelle,95,Close Combat,Pin Missile,Rock Blast,Substitute
Herdier,Tuber Lola,14,Headbutt,Bite,Ice Fang,Rock Smash
Hippowdon,Camper Drew,44,Earthquake,Rock Slide,Curse,Slack Off
Hippowdon,Cool Trainer Cristin,71,Earthquake,Crunch,Stealth Rock,Slack Off
Hitmonchan,Pokemon Breeder Lydia,26,Sky Uppercut,Mach Punch,Ice Punch,Shadow Punch
Hitmonlee,Pokémaniac Mark,73,Close Combat,Double Edge,Knock Off,Fake Out
Hitmonlee,Magma Admin Tabitha,76,Low Kick,Earthquake,Stone Edge,Fake Out
Hitmonlee,Bird Keeper Aidan [Double Battle With Cool Trainer Athena],89,Close Combat,Retaliate,Acrobatics,Fake Out
Hitmontop,Leader Brawly [Boss],20,Mach Punch,Rock Slide,Fake Out,Pursuit
Hitmontop,Battle Girl Cyndy,51,Mach Punch,Bullet Punch,Fake Out,Triple Axel
Hitmontop,Black Belt Hawk,96,Close Combat,Mach Punch,Bullet Punch,Triple Axel
Honchkrow,Cool Trainer Parker,40,Night Slash,Sucker Punch,Air Cutter,Heat Wave
Honchkrow,Rich Boy Braw,48,Brave Bird,Pursuit,Superpower,Heat Wave
Honchkrow,Bird Keeper Perry [Double Battle With Bird Keeper Chester],60,Brave Bird,Night Slash,Sucker Punch,Superpower
Honchkrow,Team Aqua Grunt,86,Brave Bird,Night Slash,Superpower,Substitute
Honchkrow,Cool Trainer Julie [Double Battle With Cool Trainer Dianne],94,Hurricane,Dark Pulse,Heat Wave,Tailwind
Hoopa,Leader Tate [Boss],86,Hyperspace Hole,Shadow Ball,Aura Sphere,Substitute
Hoopa_Unbound,Leader Liza [Boss],86,Hyperspace Fury,Zen Headbutt,Expanding Force,Aura Sphere
Houndoom,Pokemon Trainer May [Boss],36,Flamethrower,Dark Pulse,Pursuit,Solar Beam
Houndoom,Pokemon Trainer May [Boss],36,Flamethrower,Dark Pulse,Pursuit,Solar Beam
Houndoom,Sr. And Jr. Tyra & Ivy [Double],50,Foul Play,Burning Jealousy,Sludge Bomb,Protect
Houndoom,Kindler Axle,55,Fire Blast,Dark Pulse,Pursuit,Destiny Bond
Houndoom,Team Magma Grunt,75,Flamethrower,Dark Pulse,Scorching Sands,Will O Wisp
Houndoom,Magma Leader Maxie [Boss],80,Flamethrower,Dark Pulse,Solar Beam,Destiny Bond
Huntail,Fisherman Wade,59,Aqua Tail,Crunch,Ice Fang,Shell Smash
Huntail,Team Aqua Grunt,87,Liquidation,Crunch,Ice Fang,Shell Smash
Hydreigon,Cool Trainer Gustavo,70,Dragon Pulse,Dark Pulse,Nasty Plot,Roost
Hydreigon,Aqua Leader Archie [Boss],76,Dragon Pulse,Dark Pulse,Aura Sphere,Roost
Hydreigon,Bird Keeper Camden [Double Battle With Battle Girl Donny],85,Dragon Pulse,Dark Pulse,Aura Sphere,Roost
Hydreigon,Lass Crissy,90,Draco Meteor,Earthquake,Iron Tail,Aqua Tail
Hydreigon,Cool Trainer Hope [Double Battle With Cool Trainer Albert],94,Dragon Pulse,Dark Pulse,Heat Wave,Tailwind
Hydreigon,Cool Trainer Michelle,95,Dragon Pulse,Dark Pulse,Flamethrower,Nasty Plot
Hypno,Psychic Brandi [Double Battle With Battle Girl Aisha],27,Psychic,Dazzling Gleam,Calm Mind,Dark Void
Hypno,Twins Amy & Liv [Double],39,Dream Eater,Nightmare,Dark Void,
Illumise,Bug Catcher Doug,61,Bug Buzz,,,
Incineroar,Leader Flannery [Double] [Boss],57,Overheat,Blaze Kick,Darkest Lariat,Fake Out
Incineroar,Team Magma Grunt,75,Blaze Kick,Knock Off,Earthquake,Fake Out
Incineroar,Bird Keeper Aidan [Double Battle With Cool Trainer Athena],89,Flare Blitz,Throat Chop,Low Kick,Fake Out
Incineroar,Elite Four Sidney [Double],99,Flare Blitz,Knock Off,Fire Spin,Fake Out
Indeedee,Pokemon Trainer May [Boss],37,Hyper Voice,Expanding Force,Light Screen,Reflect
Indeedee,Pokemon Trainer May [Boss],37,Hyper Voice,Expanding Force,Light Screen,Reflect
Indeedee,Pokemon Trainer May [Boss],37,Hyper Voice,Expanding Force,Light Screen,Reflect
Indeedee,Triathlete Aubrey,82,Expanding Force,Dazzling Gleam,Mystical Fire,Calm Mind
Indeedee,Winstrate Vito [Boss],96,Future Sight,Expanding Force,Dazzling Gleam,Mystical Fire
Indeedee_Female,Team Magma Grunt [Double Battle With Team Magma Grunt],52,Hyper Voice,Expanding Force,,
Indeedee_Female,Psychic Cameron [Double Battle With Hex Maniac Kindra],95,Expanding Force,Encore,Reflect,Light Screen
Infernape,Kindler Axle,54,Fire Blast,Focus Blast,Grass Knot,Fake Out
Infernape,Black Belt Atsushi,72,Flamethrower,Vacuum Wave,Grass Knot,Nasty Plot
Infernape,Bird Keeper Camden [Double Battle With Battle Girl Donny],87,Close Combat,Overheat,Poison Jab,Fake Out
Infernape,Triathlete Kyra,96,Close Combat,Fire Punch,Thunder Punch,U Turn
Inteleon,Cool Trainer Parker,39,Snipe Shot,Ice Beam,Dark Pulse,Laser Focus
Inteleon,Team Aqua Grunt,75,Snipe Shot,Air Slash,Light Screen,Reflect
Inteleon,Lass Andrea [Double Battle With Beauty Connie],91,Muddy Water,Icy Wind,Light Screen,Reflect
Inteleon,Cool Trainer Felix,95,Snipe Shot,Hidden Power Grass,Acrobatics,Work Up
Jellicent,Fisherman Andrew,39,Scald,Shadow Ball,Wring Out,Strength Sap
Jellicent,Cool Trainer Gustavo,71,Scald,Hex,Toxic,Strength Sap
Jellicent,Psychic Blake [Double Battle With Psychic Samantha],85,Hydro Pump,Shadow Ball,Strength Sap,Trick Room
Jellicent,Swimmer♂ Herman,91,Water Spout,Scald,Shadow Ball,Strength Sap
Jigglypuff,Lady Cindy,10,Round,Draining Kiss,Attract,Thunder Wave
Jolteon,Battle Girl Vivian,33,Thunderbolt,Hyper Voice,Magnet Rise,Sing
Jolteon,Ninja Boy Yasu [Double Battle With Guitarist Fabian],65,Thunder,Hyper Voice,Weather Ball,Detect
Jolteon,Swimmer♂ Reed,87,Thunderbolt,Volt Switch,Hidden Power Grass,Weather Ball
Jumpluff,Triathlete Benjamin,36,Seed Bomb,Acrobatics,Spore,Swords Dance
Jumpluff,Team Magma Grunt,75,Air Slash,Leech Seed,Spore,Substitute
Jumpluff,Team Magma Grunt [Double Battle With Team Magma Grunt],78,Solar Beam,Air Slash,Growth,Spore
Jumpluff,Dumbass Soupercell,100,Light Screen,Memento,Reflect,Spore
Jynx,Twins Amy & Liv [Double],39,Dream Eater,Ice Beam,Nightmare,Lovely Kiss
Jynx,Parasol Lady Koko,61,Psychic,Freeze Dry,Lovely Kiss,Substitute
Jynx,Beauty Jessica,69,Ice Beam,Psychic,Aura Sphere,Lovely Kiss
Jynx,Sr. And Jr. Kim & Iris [Double],84,Blizzard,Psychic,Aura Sphere,Fake Out
Jynx,Hex Maniac Kathleen [Double Battle With Psychic Nicholas],85,Blizzard,Psychic,Fake Out,Lovely Kiss
Jynx,Swimmer♂ Clarence,87,Psychic,Freeze Dry,Aura Sphere,Nasty Plot
Kabutops,Bug Maniac Taylor,58,Stone Edge,Liquidation,Aqua Jet,Leech Life
Kabutops,Lady Brianna,89,Stone Edge,Liquidation,Metal Sound,Stealth Rock
Kangaskhan,Pokéfan Isabel [Double Battle With Pokéfan Kaleb],37,Return,Fake Out,Hammer Arm,Sucker Punch
Kangaskhan,Beauty Jessica,70,Double Edge,Earthquake,Drain Punch,Sing
Kangaskhan,Hex Maniac Valerie,74,Double Edge,Earthquake,Sucker Punch,Counter
Kangaskhan,Team Magma Grunt,75,Return,Fake Out,Low Kick,Sing
Kangaskhan,Lass Andrea [Double Battle With Beauty Connie],90,Body Slam,Aqua Tail,Icy Wind,Fake Out
Kangaskhan,Cool Trainer Julie [Double Battle With Cool Trainer Dianne],95,Body Slam,Crunch,Seismic Toss,Fake Out
Kartana,Aqua Admin Matt [Boss],81,Leaf Blade,Smart Strike,Sacred Sword,Night Slash
Kecleon,Battle Girl Jocelyn,17,Drain Punch,Dizzy Punch,Shadow Punch,Thunder Wave
Kecleon,Pokémaniac Wyatt,45,Drain Punch,Knock Off,Power Up Punch,Shadow Sneak
Kecleon,Ninja Boy Jack,95,Drain Punch,Sucker Punch,Knock Off,Power Up Punch
Keldeo,Leader Juan [Double] [Boss],92,Hydro Pump,Secret Sword,Muddy Water,Coaching
Kingdra,Fisherman Dale,33,Waterfall,Breaking Swipe,Double Edge,Rain Dance
Kingdra,Pokemon Trainer May [Boss],36,Liquidation,Breaking Swipe,Iron Head,Dragon Dance
Kingdra,Pokemon Trainer May [Boss],36,Liquidation,Scale Shot,Iron Head,Dragon Dance
Kingdra,Pokemon Ranger Lydian,59,Liquidation,Dragon Pulse,Octazooka,Hurricane
Kingdra,Team Aqua Grunt,73,Draco Meteor,Liquidation,Octazooka,Focus Energy
Kingdra,Team Aqua Grunt,85,Draco Meteor,Octazooka,Agility,Focus Energy
Kingdra,Swimmer♀ Katie,89,Hydro Pump,Dragon Pulse,Hurricane,Ice Beam
Kingdra,Triathlete Pablo,89,Outrage,Waterfall,Facade,Dragon Dance
Kingdra,Bug Catcher Davis,95,Dragon Pulse,Octazooka,Flip Turn,Hurricane
Kingler,Pokemon Ranger Jackson,61,Crabhammer,High Horsepower,X Scissor,Knock Off
Kingler,Team Aqua Grunt,78,Liquidation,X Scissor,Rock Slide,Agility
Kleavor,Bird Keeper Presley [Double Battle With Expert Auron],84,Rock Slide,Skitter Smack,Close Combat,Tailwind
Kleavor,Battle Girl Helene,95,Rock Slide,Skitter Smack,Agility,Baton Pass
Klefki,Sr. And Jr. Tyra & Ivy [Double],50,Foul Play,Swagger,,
Klinklang,Pokemon Breeder Isaac,29,Gear Grind,Return,Wild Charge,Autotomize
Klinklang,Guitarist Shawn [Double Battle With Guitarist Angelo],34,Steel Beam,Thunderbolt,Rising Voltage,Electric Terrain
Klinklang,Triathlete Julio,51,Gear Grind,Return,Wild Charge,Shift Gear
Klinklang,Team Magma Grunt,86,Gear Grind,,,
Komala,Rich Boy Dawson,22,Body Slam,Wood Hammer,Brick Break,Sucker Punch
Komala,Triathlete Xayah,90,Return,Wood Hammer,Earthquake,Play Rough
Kommo_O,Magma Leader Maxie [Boss],54,Body Press,Dragon Tail,Poison Jab,Iron Defense
Kommo_O,Beauty Tiffany [Double Battle With Beauty Olivia],89,Clanging Scales,Aura Sphere,Flash Cannon,Protect
Kommo_O,Cool Trainer Quincy,94,Close Combat,Dragon Claw,Poison Jab,Dragon Dance
Kommo_O,Psychic Alix,95,Dragon Claw,Drain Punch,Iron Tail,Dragon Dance
Kommo_O,Guitarist Fernando [Double Battle With Cool Trainer Jazmyn],96,Dragon Pulse,Aura Sphere,Boomburst,
Krabby,Triathlete Mikey,9,Aqua Jet,Stomp,Mud Shot,
Kricketune,Bug Catcher Lyle,21,Bug Bite,Fell Stinger,Rock Smash,Aerial Ace
Krookodile,Ruin Maniac Rigger,44,Earthquake,Power Trip,Rock Slide,Bulk Up
Krookodile,Winstrate Vicky,44,Earthquake,Crunch,Pursuit,Aqua Tail
Krookodile,Black Belt Atsushi,73,Earthquake,Foul Play,Close Combat,Rock Tomb
Krookodile,Psychic Virgil [Double Battle With Gentleman Nate],85,High Horsepower,Knock Off,Close Combat,Fling
Krookodile,Black Belt Hawk,95,Earthquake,Pursuit,Stone Edge,Aqua Tail
Kubfu,Leader Brawly [Boss],20,Brick Break,Mega Punch,Zen Headbutt,Sucker Punch
Kyogre,Aqua Leader Archie [Boss],90,Origin Pulse,Liquidation,Thunder,Ice Beam
Kyogre,Champion Wallace,100,Origin Pulse,Liquidation,Thunder,Ice Beam
Kyurem,Aqua Admin Shelly,89,Ice Beam,Freeze Dry,Earth Power,Roost
Kyurem_Black,Elite Four Glacia [Double],100,Draco Meteor,Icicle Spear,Fusion Bolt,Stone Edge
Kyurem_White,Elite Four Glacia,100,Dragon Pulse,Ice Beam,Fusion Flare,Earth Power
Lairon,Hiker Marc,23,Iron Tail,Rock Slide,Stomping Tantrum,Reversal
Landorus,Magma Leader Maxie [Boss],88,Earth Power,Psychic,Weather Ball,Protect
Lanturn,Sr. And Jr. Anna & Meg [Double],30,Discharge,Brine,Signal Beam,Icy Wind
Lanturn,Leader Wattson [Boss],35,Discharge,Scald,Ice Beam,Thunder Wave
Lanturn,Aqua Admin Shelly [Boss],64,Thunderbolt,Scald,Volt Switch,Ice Beam
Lanturn,Team Aqua Grunt,78,Hydro Pump,Thunder,Confuse Ray,Thunder Wave
Lanturn,Sis And Bro Lila & Roy [Double],86,Hydro Pump,Thunder,Ice Beam,Protect
Lapras,Pokemon Trainer Chelle [Boss],30,Frost Breath,Thunderbolt,Body Press,Sing
Lapras,Beauty Johanna,58,Freeze Dry,Thunderbolt,Protect,Roar
Lapras,Triathlete Chase [Double Battle With Triathlete Allison],88,Ice Beam,Freeze Dry,Solar Beam,Weather Ball
Lapras,Swimmer♀ Carlee [Double Battle With Swimmer♂ Harrison],91,Blizzard,Scald,Freeze Dry,Sheer Cold
Larvesta,Bug Maniac James,21,Skitter Smack,Flame Charge,Roost,Will O Wisp
Latias,Leader Liza [Boss],85,Dragon Pulse,Aura Sphere,Mystical Fire,Calm Mind
Latias,Dragon Tamer Nicolas,96,Psychic,Mystical Fire,Calm Mind,Recover
Latios,Leader Tate [Boss],85,Draco Meteor,Zen Headbutt,Earthquake,Dragon Dance
Leafeon,Picnicker Charlotte,48,Leaf Blade,Knock Off,Grass Whistle,Swords Dance
Leafeon,Kindler Bryant [Double Battle With Aroma Lady Shayla],51,Solar Blade,Knock Off,Fake Tears,Grass Whistle
Leavanny,Picnicker Irene,45,Leaf Blade,X Scissor,Flail,Grass Whistle
Ledian,Battle Girl Lilith,19,Drain Punch,Thunder Punch,Ice Punch,Mach Punch
Lickilicky,Picnicker Sophie,45,Double Edge,Power Whip,Brick Break,Knock Off
Lickilicky,Kindler Jeff,53,Explosion,Body Slam,Fire Blast,Power Whip
Lickilicky,Ninja Boy Keigo,69,Explosion,Body Slam,Power Whip,Knock Off
Lickilicky,Team Magma Grunt,75,Explosion,,,
Liepard,Team Aqua Grunt [Double Battle With Team Aqua Grunt],64,Assurance,Psycho Cut,Fake Out,Fake Tears
Lileep,Youngster Tommy,23,Giga Drain,Ancient Power,Infestation,Recover
Lilligant,Pokemon Ranger Jenna,69,Petal Dance,Sleep Powder,Synthesis,Quiver Dance
Lilligant,Old Couple John & Jay [Double],95,Energy Ball,Hidden Power Fire,Quiver Dance,Sleep Powder
Lilligant_Hisuian,Cool Trainer Edgar,95,Solar Blade,Close Combat,Acrobatics,Sleep Powder
Lillipup,Youngster Calvin,6,Tackle,Bite,Sand Attack,
Linoone,Pokemon Ranger Catherine,60,Extreme Speed,Stomping Tantrum,Throat Chop,Belly Drum
Linoone_Galarian,Youngster Joey,23,Retaliate,Slash,Night Slash,Seed Bomb
Litleo,Youngster Allen,6,Headbutt,Ember,Work Up,
Lombre,Fisherman Elliot,13,Giga Drain,Bubble Beam,Seismic Toss,Teeter Dance
Lopunny,Leader Brawly [Boss],19,Retaliate,Headbutt,Drain Punch,
Lopunny,Cool Trainer Carolina [Double Battle With Sailor Cory],65,Return,Facade,Fake Out,Close Combat
Lucario,Pokemon Breeder Corgi,27,Aura Sphere,Flash Cannon,Shadow Ball,Magnet Rise
Lucario,Cool Trainer Berke,40,Steel Beam,Aura Sphere,Vacuum Wave,Stone Edge
Lucario,Pokemon Trainer May [Double] [Boss],65,Close Combat,Flash Cannon,Vacuum Wave,Terrain Pulse
Lucario,Black Belt Zander,72,Focus Blast,Flash Cannon,Stone Edge,Extreme Speed
Lucario,Bird Keeper Camden [Double Battle With Battle Girl Donny],86,Aura Sphere,Flash Cannon,Dark Pulse,Detect
Lucario,Expert Timothy,98,Close Combat,Bullet Punch,Crunch,Swords Dance
Ludicolo,Tuber Simon,58,Waterfall,Seed Bomb,Earthquake,Swords Dance
Ludicolo,Expert Donald,60,Energy Ball,Weather Ball,Flail,Counter
Ludicolo,Pokemon Trainer May [Double] [Boss],65,Energy Ball,Zen Headbutt,Weather Ball,Fake Out
Ludicolo,Team Aqua Grunt,78,Waterfall,Grassy Glide,Zen Headbutt,Swords Dance
Ludicolo,Sis And Bro Lila & Roy [Double],86,Energy Ball,Scald,Icy Wind,Fake Out
Ludicolo,Cool Trainer Katelynn,94,Leaf Storm,Scald,Knock Off,Icy Wind
Lumineon,Lass Haley,22,Surf,Air Slash,Icy Wind,
Lumineon,Camper Lawrence,45,Hydro Pump,Ice Beam,Air Slash,Flail
Lunala,Elite Four Phoebe,100,Moongeist Beam,Meteor Beam,Moonblast,Roost
Lunala,Elite Four Phoebe [Double],100,Moongeist Beam,Meteor Beam,Dazzling Gleam,Tailwind
Lunatone,Leader Roxanne [Boss],25,Stored Power,Ancient Power,Icy Wind,Hypnosis
Lunatone,Hiker Brice,52,Psychic,Power Gem,Explosion,Trick Room
Lurantis,Aroma Lady Daisy,39,Leaf Storm,Superpower,Leaf Blade,Facade
Luvdisc,Fisherman Phil,70,Hydro Pump,Sweet Kiss,,
Luvdisc,Fisherman Phil,80,Hydro Pump,Sweet Kiss,,
Luvdisc,Fisherman Phil,90,Hydro Pump,,,
Luxio,Tuber Ricky,14,Spark,Double Kick,Bite,Howl
Luxray,Triathlete Anthony,34,Zing Zap,Play Rough,Crunch,Agility
Luxray,Team Aqua Grunt,75,Zing Zap,Superpower,Crunch,Facade
Luxray,Pokémaniac Hambino,95,Zing Zap,Facade,Crunch,Agility
Lycanroc,Collector John,45,Stone Edge,High Horsepower,Psychic Fangs,Endeavor
Lycanroc_Dusk,Pokéfan Isabel [Double Battle With Pokéfan Kaleb],37,Rock Slide,Accelerock,Stomping Tantrum,Howl
Lycanroc_Dusk,Black Belt Atsushi,73,Accelerock,Close Combat,Crunch,Stealth Rock
Lycanroc_Dusk,Gentleman Clifford [Double Battle With Psychic Macey],85,Stone Edge,Accelerock,Close Combat,Psychic Fangs
Lycanroc_Midnight,Cool Trainer Mary,39,Stone Edge,Mega Kick,Iron Tail,Fire Fang
Lycanroc_Midnight,Old Couple John & Jay [Double],94,Stone Edge,Rock Slide,Close Combat,Endeavor
Machamp,Cool Trainer Mary,39,Dynamic Punch,Mega Kick,Stone Edge,Bulk Up
Machamp,Sailor Dwayne,59,Dynamic Punch,Stone Edge,Poison Jab,Knock Off
Machamp,Pokemon Trainer May [Boss],72,Dynamic Punch,Stone Edge,Knock Off,Substitute
Machamp,Pokemon Trainer May [Boss],72,Dynamic Punch,Stone Edge,Knock Off,Substitute
Machamp,Team Magma Grunt,85,Dynamic Punch,Stone Edge,Knock Off,Bulk Up
Machoke,Black Belt Cristian,18,Vital Throw,Facade,Bulk Up,Protect
Magby,Tuber Chandler,14,Incinerate,Brick Break,Mach Punch,Confuse Ray
Magcargo,Hiker Trent,52,Flamethrower,Power Gem,Earth Power,Shell Smash
Magearna,Elite Four Glacia [Double],100,Flash Cannon,Dazzling Gleam,Encore,Trick Room
